"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"26","17212286","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",0.238232278998694,1.9476399382376,0.7931674018357,0.44404757815132,0.776435584433784,-6.20130649837531
"27","17212346","AI597479","98404","expressed sequence AI597479",0.110192902646189,5.5604986102752,0.541609432511828,0.598624604902099,0.856975371813513,-6.37308062133359
"28","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.782972059945328,5.52673842991199,3.54297210990234,0.00443920646041896,0.0898939308234839,-2.07635740588361
"29","17212442","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",1.12457740184422,7.00548027375822,5.34265295258403,0.00021717687139272,0.021326570836796,0.899773829065625
"30","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.00533573304547907,8.83186523049355,-0.0245927935875493,0.980809536869865,0.993130956924141,-6.52704471868057
"31","17212813","Mstn","17700","myostatin",0.132868509355255,2.15879104818128,0.145298888719782,0.887039294455723,0.967908103821068,-6.51612690306523
"32","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",0.177711708984545,5.85487693441151,1.07253884674266,0.305892690568433,0.662324686476358,-5.94423262388417
"33","17212874","Coq10b","67876","coenzyme Q10B",-0.514460739595757,8.91581651838082,-2.74053700984228,0.0188257402607934,0.194554288143441,-3.47922663975696
"34","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",0.223755589876994,7.61255275646048,1.44512126569866,0.17563138496869,0.532490906172142,-5.50821853477883
"35","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.260842522590819,5.59491113774422,-1.17381686120525,0.264661691790314,0.625052080611167,-5.83546292367987
"36","17212982","Aox1","11761","aldehyde oxidase 1",-0.661314800931867,7.21162390743395,-3.0660978643556,0.0104507349402582,0.1443357263408,-2.91193911727089
"37","17213139","Bzw1","66882","basic leucine zipper and W2 domains 1",-0.184782694069384,9.84457965499911,-1.11642381067727,0.287462780321052,0.648760854200656,-5.89805909324718
"38","17213213","Casp8","12370","caspase 8",0.320837329805673,8.58499180193764,2.00135368020438,0.0700049000665822,0.364836537525581,-4.70719834515584
"39","17213226","Stradb","227154","STE20-related kinase adaptor beta",0.147691438445408,6.72797226275894,0.84703976129051,0.414586781454033,0.75524859358219,-6.15692513172084
"40","17213295","Nop58","55989","NOP58 ribonucleoprotein",-0.332825532911714,6.44608822150627,-1.00150119399333,0.337589006961446,0.694409233948835,-6.01576506535702
"41","17213349","Carf","241066","calcium response factor",0.248988543592222,5.37066272370369,1.44204901062853,0.176478072017828,0.534247254381244,-5.51219293290382
"42","17213446","Abi2","329165","abl-interactor 2",0.0418029110113771,6.28003503142811,0.264916528310125,0.795853348940704,0.94164143962169,-6.49008469476435
"43","17213473","2310016D23Rik","76443","RIKEN cDNA 2310016D23 gene",0.123504822804108,1.8642465775311,0.339887602005205,0.740187261379506,0.922003656315342,-6.46612208696153
"44","17213598","Zdbf2","73884","zinc finger, DBF-type containing 2",0.271337781820896,3.0664202706592,1.24733005068604,0.237557368768893,0.595843953184984,-5.75175476296138
"45","17213645","Fastkd2","75619","FAST kinase domains 2",-0.447325271059965,4.7632131994514,-1.840920353567,0.0920731593700306,0.405829757075089,-4.95294483903969
"46","17213687","Ccnyl1","227210","cyclin Y-like 1",0.102092657191761,6.65799774314059,0.557262565438288,0.588237439911638,0.852077142298298,-6.36415802819797
"47","17213770","Map2","17756","microtubule-associated protein 2",0.111459120766183,3.81583346282423,0.685743390843093,0.506727091103923,0.81458973932125,-6.28195555007024
"48","17213990","Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",-0.123057258874288,7.74867360180009,-0.745456952729377,0.471247130028144,0.793564739973747,-6.2384340282892
"49","17214053","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",-0.255388085246551,4.96631714255481,-1.48136485787819,0.165900616840874,0.520905341720376,-5.46090214729352
"50","17214100","Rpl37a","19981","ribosomal protein L37a",-0.376867208167922,2.15554826579991,-1.90515720067452,0.0825638654299537,0.391835161826716,-4.85577160200532
"51","17214126","Rufy4","435626","RUN and FYVE domain containing 4",0.955421102294454,4.3184574244939,3.79297831225713,0.00285244209485332,0.0707901093507136,-1.64162488274339
"52","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",0.891900076193475,2.76993714681856,1.69540407559832,0.117399558774385,0.4450615355353,-5.16635971739457
"53","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",-0.442937605993229,2.84553041153701,-1.87514862672883,0.0868880751194575,0.401353101299125,-4.90137901283761
"54","17214166","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",0.0531736687983084,7.77933165269726,0.313826638364948,0.759381327539256,0.929438120557295,-6.47511399466157
"55","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.858978154635686,6.03639857581216,2.73913602047567,0.018873441921537,0.194681238403655,-3.48164907425699
"56","17214341","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",0.255994103262807,6.00850091562622,1.07542503105612,0.304653793042454,0.661366084275879,-5.9412417992526
"57","17214449","Stk16","20872","serine/threonine kinase 16",-0.256525269935279,8.46608669218952,-1.29287803306536,0.2219117887698,0.58059330505726,-5.69797462210361
"58","17214462","Dnajb2","56812","DnaJ heat shock protein family (Hsp40) member B2",0.0526201515731008,6.08945985044555,0.261257446447142,0.798603677896608,0.941942039787152,-6.49110434031022
"59","17214476","Des","13346","desmin",0.371013495247718,9.61990027660164,1.06045946673772,0.311118986573661,0.667208302512532,-5.95667911178762
"60","17214487","Speg","11790","SPEG complex locus",0.563220741606327,4.52153090628605,1.85919245387381,0.0892710218964148,0.404758324695242,-4.92547868437561
"61","17214672","Mogat1","68393","monoacylglycerol O-acyltransferase 1",-0.953416490155576,3.45870985550338,-4.31579322068689,0.00115550679887901,0.0488513490951252,-0.750074865526203
"62","17214711","Kcne4","57814","potassium voltage-gated channel, Isk-related subfamily, gene 4",-0.0338128408907954,4.58602302577869,-0.117088757729788,0.908848971409378,0.974448885265692,-6.52006535464962
"63","17214759","Rhbdd1","76867","rhomboid domain containing 1",0.0849717047179777,7.24129383731195,0.495721600959437,0.629609283364655,0.873005956766224,-6.39784350507349
"64","17214841","Agfg1","15463","ArfGAP with FG repeats 1",-0.101625685232806,9.42434540636994,-0.664409583399093,0.519782023331067,0.822919558332387,-6.29669685521233
"65","17214857","Ccl20","20297","chemokine (C-C motif) ligand 20",-0.484335099793482,2.1736724271259,-1.66805203969124,0.122804115580608,0.451310771790415,-5.20535149377628
"66","17214924","Sp140","434484","Sp140 nuclear body protein",0.597129215235281,3.27556961751181,1.25596523498931,0.234524803032,0.595653249734665,-5.74166943800031
"67","17215222","Eif4e2","26987","eukaryotic translation initiation factor 4E member 2",-0.0480035557210385,8.0508577247705,-0.318407045954617,0.755995152078113,0.929358532495604,-6.473584561139
"68","17215309","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",0.73593245893109,5.66510130482853,4.13816788485511,0.00156512058172511,0.0534146732990195,-1.04975786591534
"69","17215395","Dgkd","227333","diacylglycerol kinase, delta",0.0507846853164349,8.5124086111605,0.234783816385239,0.818584967371242,0.947585611128472,-6.4980637662263
"70","17215605","Ackr3","12778","atypical chemokine receptor 3",-1.2583745600563,7.85763254862178,-6.75622844794586,2.76588721505915e-05,0.00663149118682581,2.91058769654428
"71","17215612","Cops8","108679","COP9 signalosome subunit 8",-0.0342241866896495,8.00583417690703,-0.24102064672053,0.813864965372794,0.946332501746018,-6.49649038737977
"72","17215647","Prlh","623503","prolactin releasing hormone",-0.374425752176613,2.54260168006362,-1.32103003236128,0.212668061667706,0.568969890562713,-5.6640255235408
"73","17215650","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",0.476076975373475,5.17670985314756,2.23596488007815,0.0464671305033716,0.306014919006608,-4.33158955001044
"74","17215697","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",0.296911156174504,2.60324826302401,0.883644560561819,0.395335134041304,0.740743605327782,-6.12531096190556
"75","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.0715966453509278,5.39389962630756,-0.38935573442016,0.70426485074028,0.906650239548377,-6.44712712553925
"76","17215750","Klhl30","70788","kelch-like 30",0.573856873434004,2.65919066427854,1.54444734645488,0.150063243428564,0.496127457865866,-5.3767061310414
"77","17215773","Traf3ip1","74019","TRAF3 interacting protein 1",0.102557767418642,4.27830425107707,0.373132806181756,0.715968181852587,0.909638497963314,-6.45363354799679
"78","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.196324803562606,2.98609772371487,-0.357327514368574,0.727443754876046,0.914492002249794,-6.45971270468862
"79","17215813","Olfr1411","258483","olfactory receptor 1411",-1.27698879231707,2.99647614539505,-3.49805753573874,0.00480909361690377,0.0942855180151877,-2.15484026343189
"80","17215820","Gpc1","14733","glypican 1",0.464481597377961,5.23901633462784,1.4805540498384,0.16611316770307,0.521026858823758,-5.46196925142607
"81","17215834","Dusp28","67446","dual specificity phosphatase 28",-0.228586645239452,5.64758273920916,-0.796809270041533,0.442013918696357,0.776435584433784,-6.19838782735888
"82","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",0.0507580502999812,7.93878855640956,0.356706376002622,0.727896184005978,0.914508685690768,-6.45994636468719
"83","17216133","Gal3st2c","619597","galactose-3-O-sulfotransferase 2C",0.312190636304862,2.24683478858575,1.50122051098938,0.160767676764284,0.51255620366862,-5.43464930234755
"84","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",-0.152929639899638,7.33126421132126,-0.5835317139064,0.571021217753819,0.84810752024717,-6.34864510874939
"85","17216373","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",0.0228527337533864,6.96675459638086,0.108263354797256,0.915689011340702,0.974891640137863,-6.52112401720752
"86","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.0315610937335524,7.39023920846142,-0.0993423741857598,0.922610352804185,0.977054143941393,-6.52211004404357
"87","17216638","Tmem185b","226351","transmembrane protein 185B",-0.183889245272311,6.09681978870536,-0.940705373725894,0.366569178806583,0.716636833313465,-6.07372954141914
"88","17216642","Sctr","319229","secretin receptor",-0.362932852143092,7.13500019423996,-1.1691443754983,0.266463526518095,0.627204159711249,-5.84065085846812
"89","17216836","R3hdm1","226412","R3H domain containing 1",0.265586545143563,8.60053843678871,1.23919025228953,0.240444717516637,0.598565661328276,-5.7612135817615
"90","17216870","Ubxn4","67812","UBX domain protein 4",0.107077936118252,8.28793602983438,0.75537702043051,0.465506860201006,0.791528346062626,-6.23088499472026
"91","17216937","Yod1","226418","YOD1 deubiquitinase",-0.108734046567267,5.59811267555193,-0.550700050117399,0.592580682040144,0.854383653338594,-6.36792808508805
"92","17217116","Rab29","226422","RAB29, member RAS oncogene family",0.263483803246723,5.89938747497503,0.986525707823438,0.344568087480832,0.70061744402514,-6.03032605769648
"93","17217182","Nuak2","74137","NUAK family, SNF1-like kinase, 2",0.0566425593555269,3.60678019644064,0.185434079827191,0.856181620761082,0.956957642887932,-6.50907064882019
"94","17217216","Rbbp5","213464","retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",0.0795186963551107,7.21153652733298,0.389844905518369,0.703913175086652,0.906392174322104,-6.44692675112441
"95","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.156974958790514,4.83710214996416,-1.03190010595707,0.323741197904845,0.679165951988189,-5.98564788088435
"96","17217283","Ppp1r15b","108954","protein phosphatase 1, regulatory subunit 15B",-0.60197450252744,9.72848466070326,-3.32650992123127,0.00653732955416278,0.109761213858968,-2.45527441336765
"97","17217291","Plekha6","240753","pleckstrin homology domain containing, family A member 6",0.0264102835715079,3.37268234842484,0.10746975327619,0.916304441199566,0.974906943043296,-6.52121516015853
"98","17217415","Mybph","53311","myosin binding protein H",0.497485944783509,4.28571969130951,0.981763123184173,0.346809419493941,0.700992129513037,-6.03491833891927
"99","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",0.257272191080049,2.16468654307999,0.963533130393877,0.35548607850602,0.705584388940995,-6.05232371129704
"100","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",0.505212563509184,3.06775981694504,1.59208219527774,0.138987992822447,0.478120271852335,-5.31163882681544
"101","17217619","Phlda3","27280","pleckstrin homology like domain, family A, member 3",0.159448639428001,9.61306830313325,0.908168786102168,0.382785807226779,0.731172125085186,-6.10348179099657
"102","17217625","Tnni1","21952","troponin I, skeletal, slow 1",1.5216483720518,3.77450073789962,1.78344438346096,0.101417790690385,0.41947688107305,-5.03839742714411
"103","17217666","Tmem9","66241","transmembrane protein 9",-0.141894975594138,6.11192246378528,-0.650116420809435,0.528637966078515,0.827919763278275,-6.30633254592639
"104","17217678","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",1.57524776993546,5.27104643720988,1.16631035645116,0.267561067130741,0.627204159711249,-5.84378966350878
"105","17217777","Ddx59","67997","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59",0.233061507264107,4.77142256808601,1.43286386035713,0.179030061552133,0.536852142549596,-5.52404081312115
"106","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-0.347981968257987,7.07388661300447,-0.721545882046939,0.485264654245328,0.801197114220504,-6.25625829852709
"107","17218027","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",0.201645351204163,7.01282319612501,1.11911065518484,0.286362631900948,0.648522916680633,-5.89518403484122
"108","17218149","Ivns1abp","117198","influenza virus NS1A binding protein",0.478069194999623,11.2194983601847,2.32346447762545,0.039795360903674,0.284491479292605,-4.187454350498
"109","17218233","Colgalt2","269132","collagen beta(1-O)galactosyltransferase 2",-0.161446126631282,4.48597359516584,-0.91072923054013,0.381491758002222,0.729863261240128,-6.10117302410908
"110","17218449","Angptl1","72713","angiopoietin-like 1",-0.663284780231034,4.82010790648567,-2.37921155754403,0.036036087657145,0.276923473611445,-4.09466096855723
"111","17218514","Astn1","11899","astrotactin 1",-0.274734429729273,2.19319152177456,-1.02739752302332,0.325765380970367,0.682025041402858,-5.99015569781747
"112","17218598","4930523C07Rik","67647","RIKEN cDNA 4930523C07 gene",-0.053333222630231,6.73234490818864,-0.263450692978064,0.796954791992131,0.94164143962169,-6.49049484815057
"113","17218620","Rc3h1","381305","RING CCCH (C3H) domains 1",-0.0463145533487292,9.34809708867637,-0.20360317152172,0.842290975861426,0.955331669849522,-6.50531662520596
"114","17218760","Gm20471","105243993","predicted gene 20471",-0.574224146191792,2.04840467360636,-2.03714702178429,0.0658036240376164,0.357594671334064,-4.65104637738555
"115","17218835","Sell","20343","selectin, lymphocyte",0.690115999736902,5.26390682399909,2.02749217425795,0.0669130504688765,0.357804559760449,-4.6662370871895
"116","17218907","Nme7","171567","NME/NM23 family member 7",0.080408815019509,4.33849979445511,0.342068710455016,0.738588963887762,0.921161516758894,-6.46533767085339
"117","17218942","Gpr161","240888","G protein-coupled receptor 161",-0.0843738630942643,3.34800535596971,-0.30362708426107,0.76694037940218,0.933296491773198,-6.47844146099322
"118","17219011","Cd247","12503","CD247 antigen",0.198547551038199,3.94647630319306,1.07082510239461,0.306630112282677,0.663037840195659,-5.9460054181249
"119","17219079","Fam78b","226610","family with sequence similarity 78, member B",-0.133181294235278,4.79732719003909,-0.574265344843834,0.577062989799147,0.849039964312255,-6.35419410412502
"120","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",1.11510253394467,4.75965296073107,2.52200983034614,0.0279092414010349,0.24098310959062,-3.85400872118839
"121","17219222","Mpz","17528","myelin protein zero",0.255493012373518,6.38762572925649,0.318476294999775,0.755943998759243,0.929358532495604,-6.47356127136735
"122","17219242","Apoa2","11807","apolipoprotein A-II",-0.161162851204815,4.39066110986636,-0.58826076637728,0.567951072176261,0.847443714271937,-6.34578102013085
"123","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",-0.0509528119008262,3.91394187581496,-0.112652730928863,0.912286144956163,0.974567703700006,-6.52060782490181
"124","17219397","Cd48","12506","CD48 antigen",0.891309259632525,3.47549389433735,3.49208960501861,0.00486056474252469,0.0942855180151877,-2.16527525791251
"125","17219499","Dcaf8","98193","DDB1 and CUL4 associated factor 8",0.141334668026616,8.28167629641735,0.788020759985732,0.446931862389644,0.778300285637282,-6.20541078160008
"126","17219546","Slamf9","98365","SLAM family member 9",1.03523133619516,3.84307054704955,3.91457798355221,0.00230537307560238,0.0651088333478295,-1.43184977322837
"127","17219581","Tagln2","21346","transgelin 2",0.233558812706182,7.62531957934156,1.38012815575324,0.194291612098022,0.549531265676093,-5.59104946142441
"128","17219633","Olfr218","258880","olfactory receptor 218",-0.510186865140145,1.88321698492309,-1.23564970943998,0.241709362264238,0.598680131161918,-5.76531327362631
"129","17219639","Olfr418","258645","olfactory receptor 418",0.0656598047756733,1.69057784075982,0.140143514819285,0.891018294095115,0.968231264468114,-6.51690968226179
"130","17219662","Ifi209","236312","interferon activated gene 209",0.183703001557954,4.09380197809327,0.545259794229023,0.596193828840969,0.855680541485883,-6.37102136980466
"131","17219680","Olfr432","258711","olfactory receptor 432",-0.400517893938114,1.7595273498804,-1.81332333606988,0.0964576233816485,0.411524001317288,-4.99415631330406
"132","17219688","Olfr424","258716","olfactory receptor 424",-0.168637047056875,1.71643525496971,-0.394337758331206,0.700686544686968,0.904670529197336,-6.44507494353508
"133","17219869","Sdccag8","76816","serologically defined colon cancer antigen 8",-0.15423475124103,4.97452387121646,-0.725304545772564,0.483044291613808,0.800931530825219,-6.25349138507421
"134","17219963","Desi2","78825","desumoylating isopeptidase 2",0.133195206884102,6.15248938151097,0.895336359996784,0.389317354731866,0.736498183420381,-6.11496842749206
"135","17220018","Cnst","226744","consortin, connexin sorting protein",-0.169240676137571,6.48029144682982,-0.706388994848503,0.494281858728421,0.808383481914913,-6.26728299214505
"136","17220148","Lin9","72568","lin-9 homolog (C. elegans)",0.315226940921259,5.03665380521904,1.54234738043964,0.15056865361189,0.49654646759538,-5.37954560617317
"137","17220166","Acbd3","170760","acyl-Coenzyme A binding domain containing 3",0.120931102588577,8.10604994178858,0.794031606679322,0.443564447385373,0.776435584433784,-6.20061498498094
"138","17220255","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",0.0583453939925702,6.83983876657992,0.354252254886423,0.729684788070492,0.914993932988051,-6.46086567061921
"139","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",0.0530273960874492,2.46812195807448,0.163767270528467,0.872812463565002,0.96152139434086,-6.51309161399172
"140","17220432","Tlr5","53791","toll-like receptor 5",-0.249055857924738,5.76641575618364,-1.13138488071706,0.281377973598278,0.642162884676927,-5.88198023015047
"141","17220452","Taf1a","21339","TATA-box binding protein associated factor, RNA polymerase I, A",0.324121433549453,5.85784100915413,1.84403176914736,0.0915904020952297,0.405829757075089,-4.94827785649662
"142","17220529","Mir194-1","387189","microRNA 194-1",0.0983533494562909,3.35019173979369,0.379273877745333,0.711528832825624,0.908613959485775,-6.45120231311274
"143","17220548","Eprs","107508","glutamyl-prolyl-tRNA synthetase",0.192005802079533,8.55919294372099,1.44040176308895,0.176933461526956,0.534545951810773,-5.51432150963039
"144","17220627","Esrrg","26381","estrogen-related receptor gamma",0.169033339623631,5.7934171576671,0.578439869412585,0.574336914467304,0.848552000324629,-6.35170461280072
"145","17220724","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",-0.00468239485974742,6.96654249852187,-0.0353715737240996,0.972401781363425,0.990748984785376,-6.52670029943211
"146","17220794","D730003I15Rik","100504360","RIKEN cDNA D730003I15 gene",0.0524261040479947,5.33596284909078,0.149385529414354,0.883887454934204,0.966525284666741,-6.51548638447678
"147","17220797","Tmem206","66950","transmembrane protein 206",-0.144755508794675,4.04754219739832,-0.798877748349632,0.440861561408585,0.776071717792382,-6.19672479977745
"148","17220809","Ints7","77065","integrator complex subunit 7",-0.386473267020293,7.15541799468596,-2.71547048590643,0.0196975589910934,0.19843221612204,-3.52253580814756
"149","17220833","Lpgat1","226856","lysophosphatidylglycerol acyltransferase 1",0.310700392678808,7.94939266608864,1.26470618748869,0.231486918607406,0.590942329698805,-5.73140757263119
"150","17220882","Kcnh1","16510","potassium voltage-gated channel, subfamily H (eag-related), member 1",-0.111029047648528,3.4349556619413,-0.598819670180579,0.561128703799848,0.841903742321974,-6.33930786964559
"151","17220944","Lamb3","16780","laminin, beta 3",-0.0704846279121574,3.61326403832152,-0.220361026664308,0.829528452857434,0.950867761733204,-6.50154574627983
"152","17220974","Plxna2","18845","plexin A2",-0.487739466320225,7.64460691881228,-2.9488786432671,0.0129170755748459,0.160607261680564,-3.11698785370071
"153","17221010","Mir3962","100628615","microRNA 3962",0.0275328569371562,2.31736174786782,0.0604586535121711,0.952848470325403,0.983417544459724,-6.52541939355597
"154","17221014","Cd34","12490","CD34 antigen",0.448169645284203,9.33600979797924,2.5235933789707,0.0278299955149456,0.24098310959062,-3.85131866185003
"155","17221071","Sox17","20671","SRY (sex determining region Y)-box 17",0.0564394727607267,6.76728410161172,0.157042744683406,0.877987464323276,0.965625112138296,-6.51423860413475
"156","17221186","Snhg6","73824","small nucleolar RNA host gene 6",0.0112679092521804,5.89355449564597,0.0531907728282116,0.958510455873334,0.984389870397133,-6.5258594502267
"157","17221191","Snord87","266793","small nucleolar RNA, C/D box 87",0.536164144353416,5.29779402611514,1.80746606190826,0.0974122787936865,0.412493549409022,-5.00286037007571
"158","17221197","Tcf24","100039596","transcription factor 24",0.158630819730084,5.0272097435118,0.616125775916428,0.550045109839822,0.837837608960528,-6.32846527494884
"159","17221375","Eya1","14048","EYA transcriptional coactivator and phosphatase 1",0.142761067424154,5.89300490415395,0.291784490894748,0.775748830135587,0.93415395433633,-6.48216926013129
"160","17221502","Jph1","57339","junctophilin 1",1.31997319361499,5.70920512498298,2.93311660776795,0.0132905624451166,0.161577355572157,-3.14450741084516
"161","17221686","Kcnq5","226922","potassium voltage-gated channel, subfamily Q, member 5",0.170949958759238,4.07038066848509,0.52362710767173,0.610673122650204,0.862888896078577,-6.38303310803115
"162","17221756","Ogfrl1","70155","opioid growth factor receptor-like 1",0.37474371677061,4.9903308799939,1.85232169020751,0.0903154230051315,0.405506101492703,-4.93582323034233
"163","17221786","Sdhaf4","68002","succinate dehydrogenase complex assembly factor 4",-0.287378410086922,6.01841689865275,-1.21160051219838,0.250440717223381,0.611462997571056,-5.79292471086689
"164","17222001","Prim2","19076","DNA primase, p58 subunit",0.274802138256222,5.02946839267971,1.287189083363,0.223818985237027,0.583038243159816,-5.70476985939129
"165","17222020","Bag2","213539","BCL2-associated athanogene 2",0.0241412820454414,4.76287263500032,0.110024226638437,0.914323679192693,0.974567703700006,-6.52091939646282
"166","17222072","Ccdc115","69668","coiled-coil domain containing 115",-0.0693812342552356,5.29872946583965,-0.301786721073797,0.768307020270264,0.933707632449073,-6.47903034322473
"167","17222096","Fam168b","214469","family with sequence similarity 168, member B",-0.153139223235593,9.52635504252474,-1.06393464404273,0.309608583339818,0.665516904084529,-5.95311006184861
